game;n.players;int.rule;end.rule;winner1.perc;winner2.perc;winner3.perc;winner4.perc;winner5.perc;winner6.perc;moves.mean;moves.sd;moves.min;moves.25%;moves.median;moves.75%;moves.max;rounds.mean;rounds.sd;rounds.min;rounds.25%;rounds.median;rounds.75%;rounds.max;ahead1.mean.perc;ahead1.sd.perc;ahead1.min.perc;ahead1.25%.perc;ahead1.median.perc;ahead1.75%.perc;ahead1.max.perc;ahead2.mean.perc;ahead2.sd.perc;ahead2.min.perc;ahead2.25%.perc;ahead2.median.perc;ahead2.75%.perc;ahead2.max.perc;ahead3.mean.perc;ahead3.sd.perc;ahead3.min.perc;ahead3.25%.perc;ahead3.median.perc;ahead3.75%.perc;ahead3.max.perc;ahead4.mean.perc;ahead4.sd.perc;ahead4.min.perc;ahead4.25%.perc;ahead4.median.perc;ahead4.75%.perc;ahead4.max.perc;ahead5.mean.perc;ahead5.sd.perc;ahead5.min.perc;ahead5.25%.perc;ahead5.median.perc;ahead5.75%.perc;ahead5.max.perc;ahead6.mean.perc;ahead6.sd.perc;ahead6.min.perc;ahead6.25%.perc;ahead6.median.perc;ahead6.75%.perc;ahead6.max.perc;persistence.mean.perc;persistence.sd.perc;persistence.min.perc;persistence.25%.perc;persistence.median.perc;persistence.75%.perc;persistence.max.perc;persistence.1rounds;persistence.2rounds;persistence.3rounds;persistence.4rounds;persistence.5rounds;persistence.6rounds;persistence.7rounds;persistence.8rounds;persistence.9rounds;persistence.10rounds;persistence.11rounds;persistence.12rounds;persistence.13rounds;persistence.14rounds;persistence.15rounds;persistence.16rounds;persistence.17rounds;persistence.18rounds;persistence.19rounds;persistence.20rounds;1.players.ahead;2.players.ahead;3.players.ahead;4.players.ahead;5.players.ahead;6.players.ahead;not.random;lognorm.mean;lognorm.sd;lognorm.logLik;lognorm.AIC
historical72;3;swap;goose;0,33828;0,33488;0,32684;NA;NA;NA;47,12098;24,6694693;13;30;41;58;256;16,37098;8,228146078;5;11;14;20;86;0,357388573;0,218105011;0,022727273;0,176470588;0,333333333;0,5;1;0,30337056;0,218792632;0;0,125;0,277777778;0,444444444;0,956521739;0,339240867;0,223688843;0;0,166666667;0,318181818;0,5;0,958333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,28648208;0,232834408;0,011627907;0,1;0,217391304;0,4;1;11194;9000;7774;6049;4477;3349;2442;1700;1261;892;624;399;292;179;125;87;50;28;32;20;696;9248;40056;NA;NA;NA;1;2,689284747;0,451081667;-165605,8202;331215,6404
historical84;3;swap;goose;0,33648;0,33416;0,32936;NA;NA;NA;47,25196;25,16188345;7;33;45;61;231;16,41572;8,392152611;3;12;16;21;78;0,363070964;0,249131029;0,020833333;0,153846154;0,3125;0,526315789;1;0,294116234;0,248707915;0;0,076923077;0,25;0,466666667;0,96969697;0,342812801;0,256218851;0;0,125;0,3125;0,517241379;0,971428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,34549323;0,266977752;0,013513514;0,125;0,263157895;0,5;1;13481;7834;4782;3270;2830;2482;2245;2104;1873;1761;1577;1325;1042;744;642;458;372;277;224;166;850;13018;36132;NA;NA;NA;0,88;2,640149095;0,61304879;-178488,8437;356981,6874
abstract;4;swap;goose;0,26986;0,258;0,2438;0,22834;NA;NA;123,51382;14,06931299;79;114;123;133;195;31,49914;3,528496601;20;29;31;34;49;0,259503694;0,303691361;0,022222222;0,034482759;0,090909091;0,424242424;1;0,234165453;0,302050738;0;0;0,071428571;0,4;0,973684211;0,243924459;0,300638807;0;0;0,09375;0,411764706;0,972972973;0,262406394;0,300295836;0;0,03125;0,121212121;0,4375;0,973684211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,362089906;0,357150973;0,020408163;0,032258065;0,1875;0,718149038;1;15874;4914;1946;1095;892;835;741;744;792;735;765;765;800;817;796;822;906;866;966;1025;1001;8661;20694;19644;NA;NA;1;3,443703232;0,111949347;-133646,6498;267297,2997
ayres;4;swap;goose;0,25174;0,25178;0,24902;0,24746;NA;NA;77,41188;46,58606959;21;43;64;98;613;19,97738;11,65049111;6;11;17;25;154;0,286018936;0,213410957;0,018181818;0,1;0,235294118;0,416666667;1;0,226635938;0,213217082;0;0;0,1875;0,363636364;0,958333333;0,233595158;0,214407151;0;0,045454545;0,194444444;0,369565217;0,962962963;0,253749968;0,221297535;0;0,068965517;0,214285714;0,4;0,965517241;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,278504638;0,217667503;0,009803922;0,105263158;0,227272727;0,384615385;1;8201;8221;7921;6444;4671;3381;2707;2149;1669;1217;937;656;501;347;254;218;152;112;94;61;364;6360;19922;23354;NA;NA;0,47;2,85413081;0,516284996;-180598,6497;361201,2995
tantra;4;swap;goose;0,2576;0,25078;0,24472;0,2469;NA;NA;76,92204;26,34613073;25;57;74;93;242;19,85718;6,592384367;7;15;19;24;61;0,272285071;0,251491786;0,019607843;0,076923077;0,159090909;0,421052632;1;0,227981136;0,252266888;0;0;0,125;0,384615385;0,966666667;0,236602407;0,252084285;0;0,038461538;0,136363636;0,388888889;0,96969697;0,263131386;0,260441009;0;0,055555556;0,166666667;0,428571429;0,96875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,41701539;0,272263256;0,016393443;0,125;0,4375;0,625;1;9105;3107;1256;1486;2930;4117;4390;4216;3729;3143;2656;2032;1783;1399;1115;877;704;494;401;296;459;6107;20183;23251;NA;NA;1;2,934506296;0,330702087;-162345,3741;324694,7482
althoen;4;swap;goose;0,25384;0,25118;0,24828;0,2467;NA;NA;80,90696;34,51006697;25;56;74;98;468;20,85148;8,633717197;7;15;19;25;118;0,282467616;0,237640106;0,015151515;0,083333333;0,210526316;0,421052632;1;0,228667877;0,236548671;0;0;0,162162162;0,368421053;0,966666667;0,236827472;0,239261421;0;0;0,166666667;0,384615385;0,96875;0,252037035;0,245497748;0;0,043478261;0,185185185;0,40625;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,282002038;0,260905311;0,010638298;0,068965517;0,1875;0,416666667;1;13055;6129;4682;4985;4517;3289;2424;1939;1629;1443;1212;1094;897;637;529;400;286;237;173;104;568;7381;20805;21246;NA;NA;0,89;2,959440224;0,392648601;-172176,9273;344357,8546
daykin;4;swap;goose;0,25028;0,2475;0,2504;0,25182;NA;NA;118,18;76,6446497;21;65;97;149;967;30,17088;19,16421106;6;17;25;38;242;0,270904211;0,180555135;0,010752688;0,128571429;0,238095238;0,368421053;1;0,232635664;0,182319892;0;0,090909091;0,208333333;0,333333333;0,956521739;0,241469508;0,18388723;0;0,1;0,217391304;0,347826087;0,96;0,254990617;0,187506575;0;0,111111111;0,230769231;0,363636364;0,958333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,21704559;0,195798296;0,004132231;0,076923077;0,153846154;0,285714286;1;6668;6946;7256;6744;5857;4627;3525;2662;1825;1282;896;591;394;259;164;98;60;55;28;20;159;2653;12055;35133;NA;NA;0,47;3,23808025;0,574473882;-205135,907;410275,8139
historical72;4;swap;goose;0,2541;0,25318;0,24724;0,24548;NA;NA;56,01962;25,6852298;17;38;50;68;351;14,62936;6,428664912;5;10;13;18;88;0,28619831;0,202027643;0,022727273;0,125;0,230769231;0,4;1;0,220657774;0,203624441;0;0,057142857;0,178571429;0,333333333;0,96;0,234000175;0,204460758;0;0,071428571;0,2;0,363636364;0,947368421;0,259143741;0,208558316;0;0,090909091;0,222222222;0,388888889;0,95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,259676586;0,21426428;0,014705882;0,090909091;0,2;0,363636364;1;14338;10525;7895;5546;3996;2705;1717;1257;766;470;293;192;122;65;37;38;16;11;4;4;381;4730;18380;26509;NA;NA;0,96;2,599520568;0,401829882;-155336,632;310677,2641
historical84;4;swap;goose;0,25742;0,25272;0,24482;0,24504;NA;NA;55,60692;29,14982131;9;34;56;72;247;14,5274;7,292335209;3;9;15;19;62;0,299004994;0,228804468;0,019607843;0,111111111;0,238095238;0,428571429;1;0,211965938;0,226481233;0;0;0,142857143;0,333333333;0,964285714;0,226391091;0,23010682;0;0;0,166666667;0,360277778;0,962962963;0,262637978;0,238297294;0;0,0625;0,2;0,411764706;0,962962963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,310799468;0,245450349;0,016129032;0,111111111;0,25;0,444444444;1;16942;8803;4873;3440;2758;2279;1995;1637;1459;1311;1167;875;685;507;349;263;197;120;109;65;423;7607;21849;20121;NA;NA;1;2,51931705;0,607992204;-172033,1182;344070,2364
abstract;5;swap;goose;0,21768;0,2073;0,20212;0,19302;0,17988;NA;154,18982;17,52009496;101;142;153;166;263;31,43582;3,513682946;21;29;31;34;53;0,217387626;0,287564198;0,018867925;0,033333333;0,057142857;0,3;1;0,18751729;0,286119687;0;0;0,03125;0,266666667;0,972222222;0,193285041;0,287419625;0;0;0,034482759;0,275862069;0,972972973;0,197628958;0,284981194;0;0;0,05;0,285714286;0,972972973;0,204181084;0,280972083;0;0;0,064516129;0,290322581;0,972972973;NA;NA;NA;NA;NA;NA;NA;0,365190402;0,357880613;0,018867925;0,032258065;0,193548387;0,727272727;1;15921;4717;1944;1146;956;767;737;725;721;717;717;775;821;768;827;841;855;875;951;1032;723;6979;16939;17824;7535;NA;1;3,441715654;0,111739901;-133453,6381;266911,2762
ayres;5;swap;goose;0,2036;0,19912;0,20182;0,19912;0,19634;NA;86,48828;46,81387757;26;53;71;109;505;17,8969;9,368042784;6;11;15;22;102;0,244049946;0,199772362;0,015873016;0,083333333;0,172413793;0,361111111;1;0,179029356;0,199223638;0;0;0,117647059;0,3;0,961538462;0,183077267;0,200013271;0;0;0,125;0,3;0,956521739;0,189140591;0,201711414;0;0;0,125;0,307692308;0,958333333;0,204702841;0,207010615;0;0;0,142857143;0,333333333;0,965517241;NA;NA;NA;NA;NA;NA;NA;0,263751302;0,203682696;0,01010101;0,1;0,222222222;0,363636364;1;9983;9088;8574;6306;4426;3110;2368;1752;1319;876;717;470;288;199;115;161;75;51;51;29;230;4332;15206;18892;11340;NA;0,92;2,771172592;0,462717636;-170973,6429;341951,2857
tantra;5;swap;goose;0,20452;0,20276;0,19934;0,1989;0,19448;NA;91,86386;29,5465955;31;69;88;110;290;18,97204;5,91859095;7;14;18;23;59;0,229234518;0,230450143;0,018518519;0,066666667;0,117647059;0,333333333;1;0,178633262;0,231430582;0;0;0,071428571;0,285714286;0,96;0,183564483;0,231188614;0;0;0,08;0,285714286;0,967741935;0,195660932;0,235012568;0;0;0,095238095;0,3;0,965517241;0,212906805;0,241354076;0;0,03125;0,115384615;0,333333333;0,967741935;NA;NA;NA;NA;NA;NA;NA;0,396682393;0,266953505;0,016949153;0,1;0,421052632;0,6;1;10252;3341;1423;1730;3249;4473;4660;4251;3671;3013;2427;1780;1478;1105;839;687;457;354;260;183;284;4078;14482;20251;10905;NA;1;2,894726196;0,312813724;-157575,8665;315155,7331
althoen;5;swap;goose;0,20634;0,2037;0,19754;0,19832;0,1941;NA;93,78654;36,73527629;31;67;87;113;400;19,35738;7,353547513;7;14;18;23;81;0,239098667;0,218783906;0,019230769;0,071428571;0,15;0,352941176;1;0,183462057;0,218634234;0;0;0,1;0,3;0,966666667;0,185000998;0,219240854;0;0;0,1;0,3;0,967741935;0,190272945;0,221196427;0;0;0,105263158;0,307692308;0,962962963;0,202165333;0,227038923;0;0;0,117647059;0,333333333;0,965517241;NA;NA;NA;NA;NA;NA;NA;0,262080304;0,244525385;0,012345679;0,066666667;0,166666667;0,384615385;1;14260;7053;5201;5196;4508;3221;2225;1680;1388;1165;932;822;658;483;338;255;189;136;94;61;368;5303;15411;19044;9874;NA;1;2,896174965;0,364309413;-165268,0881;330540,1762
daykin;5;swap;goose;0,20336;0,20368;0,20048;0,19756;0,19492;NA;131,3503;78,42009783;26;77;110;164;892;26,86958;15,68463231;6;16;23;33;179;0,227765877;0,170391372;0,010989011;0,09375;0,1875;0,3125;1;0,183339852;0,170034086;0;0,045454545;0,15110195;0,275862069;0,954545455;0,189419561;0,171218247;0;0,055555556;0,156862745;0,28125;0,952380952;0,192672244;0,171400893;0;0,058823529;0,159090909;0,285714286;0,944444444;0,206802466;0,177712822;0;0,068965517;0,173913043;0,302325581;0,956521739;NA;NA;NA;NA;NA;NA;NA;0,208576286;0,188387835;0,005586592;0,073170732;0,148148148;0,277777778;1;8656;7900;7663;6984;5511;4275;2868;2215;1408;917;600;388;230;150;94;62;33;12;14;11;108;1763;7413;15884;24832;NA;0,98;3,147237966;0,52925311;-196494,4003;392992,8006
historical72;5;swap;goose;0,20504;0,203;0,2026;0,19656;0,1928;NA;65,51808;26,99638067;21;47;60;78;321;13,7026;5,408861096;5;10;13;16;65;0,243792119;0,185385717;0,019607843;0,1;0,181818182;0,333333333;1;0,17041583;0,188235433;0;0;0,111111111;0,272727273;0,944444444;0,181599387;0,189579801;0;0;0,125;0,285714286;0,956521739;0,19303706;0,191015942;0;0;0,142857143;0,3;0,933333333;0,211155603;0,194778401;0;0,058823529;0,166666667;0,333333333;0,947368421;NA;NA;NA;NA;NA;NA;NA;0,244403898;0,202790269;0,015625;0,090909091;0,181818182;0,333333333;1;16401;11327;7794;5266;3547;2155;1406;892;500;315;174;95;58;29;20;9;4;4;0;1;211;3171;12291;20266;14061;NA;1;2,548227957;0,367982461;-148372,3244;296748,6488
historical84;5;swap;goose;0,20392;0,20122;0,20028;0,19934;0,19524;NA;63,69176;33,44396864;11;32;66;85;245;13,33744;6,694340186;3;7;14;18;50;0,263376458;0,209340711;0,020408163;0,090909091;0,2;0,368421053;1;0,16570715;0,2063848;0;0;0,076923077;0,266666667;0,958333333;0,173794652;0,208353157;0;0;0,090909091;0,277777778;0,956521739;0,18321672;0,208568749;0;0;0,111111111;0,294117647;0,954545455;0,21390502;0,21949331;0;0;0,15;0,333333333;0,958333333;NA;NA;NA;NA;NA;NA;NA;0,292765265;0,228252291;0,02;0,111111111;0,222222222;0,4;1;19056;9236;5048;3415;2764;2260;1664;1348;1205;1008;865;660;433;326;215;181;96;71;48;34;235;5097;16903;18813;8952;NA;0,98;2,434485942;0,601424779;-167248,5334;334501,0669
abstract;6;swap;goose;0,18274;0,17632;0,16922;0,166;0,15814;0,14758;185,04966;21,08349317;119;170;184;199;280;31,42532;3,52220258;20;29;31;34;47;0,186009219;0,270439943;0,022222222;0,032258065;0,037037037;0,193548387;1;0,157080107;0,270352616;0;0;0;0,172413793;0,972222222;0,159716125;0,270753388;0;0;0;0,178571429;0,972972973;0,161614495;0,268979519;0;0;0,029411765;0,181818182;0,973684211;0,166441075;0,269306512;0;0;0,032258065;0,193548387;0,973684211;0,169138979;0,265626095;0;0;0,034482759;0,2;0,973684211;0,361833713;0,35688036;0,021276596;0,032258065;0,1875;0,724137931;1;16021;4732;1984;1144;888;877;815;758;755;770;727;731;710;735;790;814;877;901;944;988;553;5855;15008;17040;9213;2331;1;3,44134958;0,112013902;-133557,7914;267119,5827
ayres;6;swap;goose;0,17078;0,16928;0,16618;0,16536;0,16716;0,16124;96,23076;47,78529375;31;63;81;119;631;16,62094;7,969968879;6;11;14;20;106;0,216536828;0,186926284;0,014925373;0,08;0,130434783;0,3125;1;0,147743412;0,187492714;0;0;0,074074074;0,25;0,95;0,148750591;0,185402528;0;0;0,076923077;0,25;0,954545455;0,155015041;0,18684243;0;0;0,086956522;0,25;0,952380952;0,159257338;0,188117491;0;0;0,090909091;0,260869565;0,956521739;0,17269679;0,194602475;0;0;0,1;0,285714286;0,956521739;0,251462314;0,194632695;0,011904762;0,095238095;0,2;0,333333333;1;11606;9831;8606;6207;4218;2965;1960;1417;1063;717;433;324;220;140;95;66;53;34;20;11;169;3136;12061;17263;12485;4886;1;2,715754937;0,422463773;-163652,0945;327308,189
tantra;6;swap;goose;0,1717;0,16868;0,16986;0,16666;0,16458;0,15852;107,50626;32,90827039;37;83;104;128;314;18,49968;5,491502802;7;14;18;22;53;0,200877656;0,21429926;0,023809524;0,058823529;0,095238095;0,260869565;1;0,145471419;0,213309185;0;0;0,047619048;0,208333333;0,961538462;0,152874744;0,217273273;0;0;0,052631579;0,222222222;0,964285714;0,158355628;0,218136421;0;0;0,0625;0,227272727;0,970588235;0,164917775;0,218530924;0;0;0,071428571;0,235294118;0,962962963;0,177502778;0,22428894;0;0;0,083333333;0,25;0,958333333;0,383536644;0,263611615;0,022222222;0,090909091;0,4;0,588235294;1;11001;3488;1443;1899;3498;4627;4769;4259;3544;2967;2213;1732;1227;986;727;459;374;256;181;135;218;3144;11348;17612;13363;4315;1;2,873679547;0,299418582;-154335,2668;308674,5336
althoen;6;swap;goose;0,17162;0,1687;0,17124;0,16492;0,16068;0,16284;106,67426;39,03801574;37;79;100;128;415;18,36474;6,51393532;7;14;17;22;70;0,208440304;0,200464851;0,016666667;0,066666667;0,111111111;0,3;1;0,149402766;0,201834252;0;0;0,058823529;0,24;0,96;0,153530208;0,204435894;0;0;0,0625;0,25;0,965517241;0,156905775;0,20525555;0;0;0,066666667;0,25;0,965517241;0,159291574;0,205507019;0;0;0,071428571;0,25;0,96;0,172429373;0,212900463;0;0;0,083333333;0,277777778;0,958333333;0,247125767;0,231433225;0,015151515;0,066666667;0,157894737;0,357142857;1;15265;7750;5563;5356;4350;3121;2131;1461;1140;929;726;642;507;349;215;151;123;74;52;35;219;3912;12760;17236;12109;3764;1;2,850854205;0,345081096;-160290,8455;320585,6911
daykin;6;swap;goose;0,1664;0,16756;0,16636;0,16878;0,16558;0,16532;142,40898;78,55764878;31;89;123;175;1291;24,31756;13,09545362;6;15;21;30;216;0,199172728;0,160620769;0,01369863;0,076923077;0,15;0,272727273;1;0,150537114;0,160437196;0;0;0,111111111;0,233333333;0,952380952;0,151930125;0,160355899;0;0;0,111111111;0,233333333;0,947368421;0,160476844;0,163535123;0;0,025641026;0,12;0,242424242;0,941176471;0,163266244;0,164246512;0;0,035714286;0,12195122;0,25;0,952380952;0,174616946;0,16800378;0;0,045454545;0,133333333;0,260869565;0,95;0,203463761;0,183205436;0,00462963;0,071428571;0,142857143;0,267073171;1;10115;8925;7886;6787;5299;3696;2563;1715;1126;748;428;284;185;102;53;43;20;10;5;6;76;1345;5528;11701;15955;15395;0,25;3,0695745;0,485894576;-188337,4716;376678,9432
historical72;6;swap;goose;0,1698;0,17042;0,16924;0,16764;0,1611;0,1618;75,7111;28,79164143;25;55;71;90;314;13,20278;4,807569295;5;10;12;16;53;0,217965047;0,17558197;0,025641026;0,090909091;0,15;0,294117647;1;0,139463159;0,176618749;0;0;0,076923077;0,222222222;0,928571429;0,146296177;0,177260313;0;0;0,086956522;0,230769231;0,928571429;0,154554208;0,178285727;0;0;0,1;0,25;0,944444444;0,164432497;0,181319674;0;0;0,111111111;0,25;0,9375;0,177288912;0,184117098;0;0;0,125;0,272727273;0,9375;0,236462768;0,198179335;0,018867925;0,083333333;0,166666667;0,333333333;1;17837;11578;7602;5092;3203;1930;1175;713;368;238;132;61;38;16;11;1;2;1;2;0;196;2571;9513;16912;14951;5857;1;2,519447764;0,347179379;-144023,6303;288051,2606
historical84;6;swap;goose;0,17104;0,16986;0,16824;0,16448;0,16452;0,16186;71,89332;37,76702989;13;36;74;98;268;12,56622;6,300194343;3;7;13;17;45;0,238935672;0,193350202;0,026315789;0,083333333;0,166666667;0,333333333;1;0,133403776;0,187242931;0;0;0,047619048;0,210526316;0,947368421;0,140332195;0,189250216;0;0;0,058823529;0,222222222;0,956521739;0,147610237;0,19063833;0;0;0,067816092;0,25;0,952380952;0,157779868;0,19400504;0;0;0,083333333;0,25;0,954545455;0,181938253;0,203661948;0;0;0,117647059;0,285714286;0,952380952;0,279862024;0,215945881;0,022222222;0,111111111;0,208333333;0,4;1;20534;9491;5358;3587;2627;1956;1444;1123;919;775;667;507;383;211;123;98;73;46;35;14;164;3739;13857;17339;11409;3492;0,99;2,379246796;0,587026272;-163274,9813;326553,9626
abstract;3;stop;goose;0,41362;0,32672;0,25966;NA;NA;NA;89,7173;9,98539608;55;83;89;96;149;30,55008;3,349853194;19;28;30;33;50;0,477540121;0,388016491;0,023255814;0,0625;0,434782609;0,896551724;1;0,299385109;0,358497487;0;0;0,090909091;0,642857143;0,975;0,223074769;0,32417996;0;0;0,038461538;0,333333333;0,974358974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,469816974;0,395020557;0,02;0,051282051;0,444444444;0,9;1;12359;4370;2000;1077;754;622;566;579;570;574;592;615;639;663;741;694;693;783;916;926;4330;26481;19189;NA;NA;NA;1;3,413436681;0,10870436;-130662,5921;261329,1843
ayres;3;stop;goose;0,3425;0,33092;0,32658;NA;NA;NA;67,86738;45,63907241;16;33;56;87;552;23,28768;15,21871586;6;12;19;30;185;0,4038705;0,245346893;0,016129032;0,2;0,380952381;0,556010929;1;0,303841304;0,236022724;0;0,105263158;0,285714286;0,454545455;0,964285714;0,292288196;0,237287532;0;0,085714286;0,272727273;0,446808511;0,96875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,324580153;0,25193134;0,006944444;0,125;0,264705882;0,444444444;1;4851;6122;7219;6232;4664;3746;3141;2662;2255;1891;1549;1296;977;747;576;492;412;303;272;181;1461;15308;33231;NA;NA;NA;1;2,969294021;0,58706997;-192781,0644;385566,1288
tantra;3;stop;goose;0,35874;0,33374;0,30752;NA;NA;NA;61,07524;23,19268887;19;44;58;74;243;21,01634;7,743115143;7;15;20;25;82;0,415101084;0,300936751;0,019230769;0,148148148;0,344827586;0,666666667;1;0,30859588;0,290817422;0;0,047619048;0,222222222;0,538461538;0,975609756;0,276303035;0,284168709;0;0;0,166666667;0,5;0,972222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,491783384;0,289383139;0,012195122;0,266666667;0,5;0,714285714;1;6132;2272;1036;1074;2201;3348;3777;3925;3799;3366;3079;2667;2195;1981;1673;1402;1166;1064;866;686;2337;19032;28631;NA;NA;NA;1;2,979817618;0,363749023;-169373,2503;338750,5006
althoen;3;stop;goose;0,34846;0,33498;0,31656;NA;NA;NA;68,1751;32,56549785;19;45;61;84;406;23,38556;10,86175967;7;16;21;29;136;0,392019356;0,272923669;0,016393443;0,15;0,35;0,581879845;1;0,309958954;0,264280909;0;0,071428571;0,266666667;0,5;0,976190476;0,29802169;0,263026047;0;0,061069882;0,25;0,473684211;0,979166667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,331685294;0,290697114;0,007352941;0,08;0,25;0,5;1;10670;4293;3556;4281;4331;3550;2813;2169;1970;1886;1768;1540;1304;1123;962;846;621;481;440;317;1805;15360;32835;NA;NA;NA;1;3,055664525;0,436131732;-182239,6058;364483,2115
daykin;3;stop;goose;0,34116;0,3314;0,32744;NA;NA;NA;107,72326;78,20630665;16;54;85;138;1054;36,5731;26,07292182;6;19;29;47;352;0,384188501;0,20677268;0,017857143;0,235294118;0,362637363;0,5;1;0,313182617;0,200404073;0;0,169811321;0,3;0,432432432;0,974358974;0,302628882;0,200300735;0;0,15625;0,291666667;0,425;0,966666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,248408603;0,222345212;0,004032258;0,088607595;0,176470588;0,333333333;1;3464;4534;5768;6183;5854;5157;4289;3516;2825;2176;1637;1215;888;690;500;373;277;176;138;101;681;7767;41552;NA;NA;NA;1;3,387917181;0,645029774;-218419,8456;436843,6912
historical72;3;stop;goose;0,35634;0,3337;0,30996;NA;NA;NA;46,47476;25,00002846;13;29;40;57;277;16,15034;8,344673184;5;10;14;20;93;0,431447571;0,249323121;0,022222222;0,230769231;0,4;0,6;1;0,301273034;0,237606029;0;0,1;0,272727273;0,461538462;0,96;0,267279395;0,229859288;0;0,066666667;0,230769231;0,419354839;0,970588235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,327539778;0,25741296;0,012345679;0,125;0,25;0,461538462;1;8874;8203;7593;6057;4887;3768;2935;2197;1630;1148;826;550;412;285;181;133;109;51;44;37;1738;15373;32889;NA;NA;NA;1;2,670451304;0,462382769;-165901,3805;331806,761
historical84;3;stop;goose;0,3604;0,33208;0,30752;NA;NA;NA;46,54134;24,7741439;7;32;44;60;239;16,17226;8,266706313;3;11;15;21;80;0,445707239;0,28112206;0,017241379;0,2;0,405405405;0,666666667;1;0,287929211;0,264445483;0;0,055555556;0,230769231;0,473684211;0,967741935;0,26636355;0,259485382;0;0;0,2;0,4375;0,96969697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,379558657;0,287768561;0,0125;0,133333333;0,307692308;0,59375;1;12366;7496;4813;3209;2699;2492;2170;2106;1994;1889;1839;1501;1240;965;695;589;443;312;274;220;2107;19591;28302;NA;NA;NA;1;2,624265649;0,61684401;-178003,2538;356010,5075
abstract;4;stop;goose;0,3483;0,26696;0,212;0,17274;NA;NA;118,20174;12,6232289;77;109;118;126;205;30,17088;3,167118665;20;28;30;32;52;0,410336004;0,381928752;0,022222222;0,037037037;0,24137931;0,84;1;0,25795203;0,345879195;0;0;0,04;0,516129032;0,972972973;0,186907766;0,307251531;0;0;0;0,214285714;0,973684211;0,144804199;0,274630692;0;0;0;0,107142857;0,973684211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46025499;0,384418596;0,021276596;0,057142857;0,424242424;0,878787879;1;11949;4233;2102;1161;838;686;689;663;674;681;698;709;709;733;786;821;840;920;933;1102;2975;21432;21099;4494;NA;NA;1;3,401401976;0,104619973;-128145,9853;256295,9707
ayres;4;stop;goose;0,2662;0,2585;0,24384;0,23146;NA;NA;75,81848;46,67674823;21;41;62;96;530;19,57594;11,6728916;6;11;16;25;133;0,33446772;0,238434888;0,015873016;0,125;0,291666667;0,5;1;0,238763171;0,227782222;0;0;0,2;0,384615385;0,964285714;0,217349561;0,220964691;0;0;0,166666667;0,357142857;0,96875;0,209419547;0,22048077;0;0;0,152542373;0,351351351;0,961538462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,307510891;0,233008898;0,009174312;0,125;0,25;0,416666667;1;6730;7555;7937;6490;4818;3578;2948;2372;1844;1440;1034;810;627;452;374;251;213;168;117;70;930;10676;21018;17376;NA;NA;1;2,827482913;0,528294363;-180415,99;360835,9801
tantra;4;stop;goose;0,28156;0,2587;0,23852;0,22122;NA;NA;74,62716;26,04011198;25;55;72;90;271;19,27816;6,518048536;7;14;19;23;68;0,350345067;0,288276114;0,018518519;0,1;0,25;0,545454545;1;0,244433766;0,273425643;0;0;0,133333333;0,421052632;0,96969697;0,21293591;0,2626737;0;0;0,086956522;0,368421053;0,967741935;0,192285257;0,255994759;0;0;0,0625;0,333333333;0,972222222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,467727681;0,282339003;0,014705882;0,227272727;0,5;0,684210526;1;7066;2658;1239;1539;2735;3802;4342;4420;3966;3392;2880;2445;1980;1628;1283;1113;872;680;526;398;1488;13543;23207;11762;NA;NA;1;2,902980334;0,336683419;-161665,3334;323334,6668
